ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
390.557,0.466297,"Holopedium gibberum",2001_7_9,46.251200,-89.503400,9,7,2001
62,0.0443043,"Holopedium gibberum",1995_7_6,46.251200,-89.503400,6,7,1995
464,0.523853,"Holopedium gibberum",1997_7_7,46.251200,-89.503400,7,7,1997
132.422,0.0411052,"Holopedium gibberum",2012_6_5,46.251200,-89.503400,5,6,2012
312.31,0.386381,"Holopedium gibberum",2013_7_9,46.251200,-89.503400,9,7,2013
212,0.334429,"Holopedium gibberum",1991_6_17,46.251200,-89.503400,17,6,1991
562.045,0.452897,"Holopedium gibberum",2001_5_28,46.251200,-89.503400,28,5,2001
469,0.520459,"Holopedium gibberum",1988_5_30,46.251200,-89.503400,30,5,1988
320.249,0.180594,"Holopedium gibberum",2010_6_8,46.251200,-89.503400,8,6,2010
404.825,0.338535,"Holopedium gibberum",2010_6_1,46.251200,-89.503400,1,6,2010
317,0.137192,"Holopedium gibberum",1984_6_3,46.251200,-89.503400,3,6,1984
682,0.508815,"Holopedium gibberum",1994_5_26,46.251200,-89.503400,26,5,1994
84,0.070411,"Holopedium gibberum",1992_8_13,46.251200,-89.503400,13,8,1992
397.237,0.402528,"Holopedium gibberum",2008_7_29,46.251200,-89.503400,29,7,2008
277.531,0.233618,"Holopedium gibberum",2009_8_25,46.251200,-89.503400,25,8,2009
135,0.0568228,"Holopedium gibberum",1989_5_22,46.251200,-89.503400,22,5,1989
1078.82,0.629841,"Holopedium gibberum",2008_6_10,46.251200,-89.503400,10,6,2008
281.478,0.109534,"Holopedium gibberum",2010_8_17,46.251200,-89.503400,17,8,2010
96.2122,0.140181,"Holopedium gibberum",2013_7_16,46.251200,-89.503400,16,7,2013
110,0.0937944,"Holopedium gibberum",1993_6_10,46.251200,-89.503400,10,6,1993
297.243,0.123483,"Holopedium gibberum",2010_8_24,46.251200,-89.503400,24,8,2010
218,0.158453,"Holopedium gibberum",1991_6_10,46.251200,-89.503400,10,6,1991
535,0.647271,"Holopedium gibberum",1984_7_15,46.251200,-89.503400,15,7,1984
274,0.167138,"Holopedium gibberum",1997_6_23,46.251200,-89.503400,23,6,1997
232,0.109242,"Holopedium gibberum",1997_6_30,46.251200,-89.503400,30,6,1997
106,0.0624167,"Holopedium gibberum",1995_8_17,46.251200,-89.503400,17,8,1995
591,0.497192,"Holopedium gibberum",1990_5_28,46.251200,-89.503400,28,5,1990
456.721,0.426421,"Holopedium gibberum",2001_6_18,46.251200,-89.503400,18,6,2001
24.5802,0.00263451,"Holopedium gibberum",2011_5_31,46.251200,-89.503400,31,5,2011
408.493,0.435347,"Holopedium gibberum",2001_7_30,46.251200,-89.503400,30,7,2001
106.367,0.0579849,"Holopedium gibberum",2012_6_12,46.251200,-89.503400,12,6,2012
57,0.0526049,"Holopedium gibberum",1989_7_3,46.251200,-89.503400,3,7,1989
188.562,0.211361,"Holopedium gibberum",2015_8_18,46.251200,-89.503400,18,8,2015
381.392,0.263473,"Holopedium gibberum",2010_6_15,46.251200,-89.503400,15,6,2010
164,0.12261,"Holopedium gibberum",1990_7_23,46.251200,-89.503400,23,7,1990
197.336,0.0806846,"Holopedium gibberum",2016_5_24,46.251200,-89.503400,24,5,2016
288,0.123944,"Holopedium gibberum",1995_5_25,46.251200,-89.503400,25,5,1995
24,0.00653836,"Holopedium gibberum",1992_8_27,46.251200,-89.503400,27,8,1992
719.705,0.348531,"Holopedium gibberum",2009_6_9,46.251200,-89.503400,9,6,2009
120,0.12454,"Holopedium gibberum",1997_8_11,46.251200,-89.503400,11,8,1997
344,0.106458,"Holopedium gibberum",1997_6_16,46.251200,-89.503400,16,6,1997
33,0.0218209,"Holopedium gibberum",1989_8_21,46.251200,-89.503400,21,8,1989
31.5207,0.0246082,"Holopedium gibberum",2015_8_11,46.251200,-89.503400,11,8,2015
85.6701,0.028753,"Holopedium gibberum",2015_8_25,46.251200,-89.503400,25,8,2015
30,0.0383552,"Holopedium gibberum",1991_7_15,46.251200,-89.503400,15,7,1991
468.073,0.194664,"Holopedium gibberum",2014_6_17,46.251200,-89.503400,17,6,2014
244.023,0.392323,"Holopedium gibberum",2014_7_1,46.251200,-89.503400,1,7,2014
72.5,0.0847697,"Holopedium gibberum",1986_6_16,46.251200,-89.503400,16,6,1986
85.1047,0.032177,"Holopedium gibberum",2015_6_30,46.251200,-89.503400,30,6,2015
71.5,0.129019,"Holopedium gibberum",1986_6_30,46.251200,-89.503400,30,6,1986
385.195,0.150072,"Holopedium gibberum",2016_5_17,46.251200,-89.503400,17,5,2016
66.6286,0.0770111,"Holopedium gibberum",2010_7_20,46.251200,-89.503400,20,7,2010
23.1556,0.0021665,"Holopedium gibberum",2011_5_24,46.251200,-89.503400,24,5,2011
378,0.413983,"Holopedium gibberum",1992_6_25,46.251200,-89.503400,25,6,1992
24,0.0116896,"Holopedium gibberum",1993_7_29,46.251200,-89.503400,29,7,1993
691.038,0.348191,"Holopedium gibberum",2009_6_16,46.251200,-89.503400,16,6,2009
714,0.390873,"Holopedium gibberum",1989_5_29,46.251200,-89.503400,29,5,1989
82,0.0592365,"Holopedium gibberum",1987_8_10,46.251200,-89.503400,10,8,1987
12,0.00811577,"Holopedium gibberum",1987_6_1,46.251200,-89.503400,1,6,1987
113.447,0.114544,"Holopedium gibberum",2016_8_9,46.251200,-89.503400,9,8,2016
52.5,0.0522613,"Holopedium gibberum",1986_8_4,46.251200,-89.503400,4,8,1986
218.286,0.0875957,"Holopedium gibberum",2011_7_5,46.251200,-89.503400,5,7,2011
155.437,0.120293,"Holopedium gibberum",2015_6_2,46.251200,-89.503400,2,6,2015
488,0.280529,"Holopedium gibberum",1984_7_8,46.251200,-89.503400,8,7,1984
108,0.105122,"Holopedium gibberum",1995_6_29,46.251200,-89.503400,29,6,1995
5.40793,0.00130914,"Holopedium gibberum",2012_8_14,46.251200,-89.503400,14,8,2012
216,0.165654,"Holopedium gibberum",1990_7_30,46.251200,-89.503400,30,7,1990
93.7539,0.177289,"Holopedium gibberum",2013_7_23,46.251200,-89.503400,23,7,2013
417.206,0.387592,"Holopedium gibberum",2007_6_4,46.251200,-89.503400,4,6,2007
44.8824,0.0416415,"Holopedium gibberum",2014_7_29,46.251200,-89.503400,29,7,2014
22,0.0117481,"Holopedium gibberum",1988_6_13,46.251200,-89.503400,13,6,1988
3.5,0.0060532,"Holopedium gibberum",1987_5_25,46.251200,-89.503400,25,5,1987
560,0.119626,"Holopedium gibberum",1994_6_9,46.251200,-89.503400,9,6,1994
18,0.0179182,"Holopedium gibberum",1987_8_24,46.251200,-89.503400,24,8,1987
44,0.0519894,"Holopedium gibberum",1991_8_5,46.251200,-89.503400,5,8,1991
444,0.349146,"Holopedium gibberum",1988_6_27,46.251200,-89.503400,27,6,1988
28.8449,0.0280106,"Holopedium gibberum",2010_8_3,46.251200,-89.503400,3,8,2010
42,0.0234255,"Holopedium gibberum",1991_8_19,46.251200,-89.503400,19,8,1991
85.4687,0.0964686,"Holopedium gibberum",2010_7_27,46.251200,-89.503400,27,7,2010
72,0.0369245,"Holopedium gibberum",1994_9_1,46.251200,-89.503400,1,9,1994
78,0.0533435,"Holopedium gibberum",1994_7_14,46.251200,-89.503400,14,7,1994
435,0.314242,"Holopedium gibberum",1984_6_17,46.251200,-89.503400,17,6,1984
93.5,0.137345,"Holopedium gibberum",1985_7_29,46.251200,-89.503400,29,7,1985
487.576,0.261877,"Holopedium gibberum",2009_6_23,46.251200,-89.503400,23,6,2009
52,0.0748206,"Holopedium gibberum",1992_8_20,46.251200,-89.503400,20,8,1992
56,0.0519532,"Holopedium gibberum",1992_5_28,46.251200,-89.503400,28,5,1992
33.8806,0.0171612,"Holopedium gibberum",2016_8_16,46.251200,-89.503400,16,8,2016
173,0.312173,"Holopedium gibberum",1986_6_23,46.251200,-89.503400,23,6,1986
372,0.298683,"Holopedium gibberum",1998_5_25,46.251200,-89.503400,25,5,1998
40,0.0390808,"Holopedium gibberum",1995_7_20,46.251200,-89.503400,20,7,1995
182,0.19344,"Holopedium gibberum",1992_6_18,46.251200,-89.503400,18,6,1992
194,0.149403,"Holopedium gibberum",1995_8_31,46.251200,-89.503400,31,8,1995
26.5,0.0342716,"Holopedium gibberum",1986_9_1,46.251200,-89.503400,1,9,1986
299.867,0.661352,"Holopedium gibberum",2008_8_5,46.251200,-89.503400,5,8,2008
77,0.102877,"Holopedium gibberum",1988_8_15,46.251200,-89.503400,15,8,1988
578,0.582414,"Holopedium gibberum",1992_7_9,46.251200,-89.503400,9,7,1992
274,0.121878,"Holopedium gibberum",1987_7_13,46.251200,-89.503400,13,7,1987
48,0.0460234,"Holopedium gibberum",1986_7_21,46.251200,-89.503400,21,7,1986
66,0.0453378,"Holopedium gibberum",1989_8_14,46.251200,-89.503400,14,8,1989
62,0.0432535,"Holopedium gibberum",1990_8_13,46.251200,-89.503400,13,8,1990
35.1089,0.0418382,"Holopedium gibberum",2015_8_4,46.251200,-89.503400,4,8,2015
8,0.00571669,"Holopedium gibberum",1994_7_21,46.251200,-89.503400,21,7,1994
71,0.0693684,"Holopedium gibberum",1988_8_29,46.251200,-89.503400,29,8,1988
53.3767,0.0072755,"Holopedium gibberum",2010_8_10,46.251200,-89.503400,10,8,2010
146,0.291493,"Holopedium gibberum",1995_8_10,46.251200,-89.503400,10,8,1995
484,0.141403,"Holopedium gibberum",1996_6_3,46.251200,-89.503400,3,6,1996
432.007,0.065893,"Holopedium gibberum",2014_6_3,46.251200,-89.503400,3,6,2014
22,0.0118719,"Holopedium gibberum",1991_8_12,46.251200,-89.503400,12,8,1991
20,0.00433329,"Holopedium gibberum",1993_8_5,46.251200,-89.503400,5,8,1993
151.192,0.154545,"Holopedium gibberum",2007_6_18,46.251200,-89.503400,18,6,2007
681.41,0.509033,"Holopedium gibberum",2001_7_2,46.251200,-89.503400,2,7,2001
108,0.132005,"Holopedium gibberum",1997_8_18,46.251200,-89.503400,18,8,1997
99.9872,0.0415099,"Holopedium gibberum",2012_5_22,46.251200,-89.503400,22,5,2012
32,0.0117745,"Holopedium gibberum",1991_7_8,46.251200,-89.503400,8,7,1991
42,0.0316692,"Holopedium gibberum",1989_9_5,46.251200,-89.503400,5,9,1989
665.995,0.99854,"Holopedium gibberum",2010_5_18,46.251200,-89.503400,18,5,2010
79.8457,0.108601,"Holopedium gibberum",2009_7_14,46.251200,-89.503400,14,7,2009
66,0.0706796,"Holopedium gibberum",1984_8_26,46.251200,-89.503400,26,8,1984
232,0.171238,"Holopedium gibberum",1988_6_20,46.251200,-89.503400,20,6,1988
158,0.228771,"Holopedium gibberum",1992_7_16,46.251200,-89.503400,16,7,1992
72.5,0.116599,"Holopedium gibberum",1986_7_7,46.251200,-89.503400,7,7,1986
128,0.0623443,"Holopedium gibberum",1991_5_27,46.251200,-89.503400,27,5,1991
243.316,0.290888,"Holopedium gibberum",2011_7_19,46.251200,-89.503400,19,7,2011
152.225,0.0441517,"Holopedium gibberum",2011_6_14,46.251200,-89.503400,14,6,2011
114,0.0941777,"Holopedium gibberum",1995_8_3,46.251200,-89.503400,3,8,1995
384.612,0.414313,"Holopedium gibberum",2011_8_16,46.251200,-89.503400,16,8,2011
90.5512,0.0518642,"Holopedium gibberum",2012_5_29,46.251200,-89.503400,29,5,2012
45.9148,0.0390242,"Holopedium gibberum",2015_7_14,46.251200,-89.503400,14,7,2015
24,0.0052543,"Holopedium gibberum",1993_8_19,46.251200,-89.503400,19,8,1993
176.546,0.215756,"Holopedium gibberum",2015_6_23,46.251200,-89.503400,23,6,2015
184.879,0.140876,"Holopedium gibberum",2011_7_26,46.251200,-89.503400,26,7,2011
180,0.25757,"Holopedium gibberum",1999_8_2,46.251200,-89.503400,2,8,1999
103,0.0635785,"Holopedium gibberum",1988_8_1,46.251200,-89.503400,1,8,1988
638.706,1.01969,"Holopedium gibberum",2008_7_22,46.251200,-89.503400,22,7,2008
206,0.218428,"Holopedium gibberum",1997_7_21,46.251200,-89.503400,21,7,1997
22.161,0.0160215,"Holopedium gibberum",2013_8_6,46.251200,-89.503400,6,8,2013
432,0.271611,"Holopedium gibberum",1998_6_15,46.251200,-89.503400,15,6,1998
628.859,0.751684,"Holopedium gibberum",2001_7_23,46.251200,-89.503400,23,7,2001
47,0.0303808,"Holopedium gibberum",1989_5_19,46.251200,-89.503400,19,5,1989
49,0.0633702,"Holopedium gibberum",1987_6_8,46.251200,-89.503400,8,6,1987
8.50105,0.00375728,"Holopedium gibberum",2012_6_19,46.251200,-89.503400,19,6,2012
170,0.0676111,"Holopedium gibberum",1987_7_6,46.251200,-89.503400,6,7,1987
184,0.0429561,"Holopedium gibberum",1993_6_17,46.251200,-89.503400,17,6,1993
106,0.119717,"Holopedium gibberum",1988_7_18,46.251200,-89.503400,18,7,1988
136,0.102548,"Holopedium gibberum",1988_7_11,46.251200,-89.503400,11,7,1988
1332.99,0.867645,"Holopedium gibberum",2008_5_27,46.251200,-89.503400,27,5,2008
146.886,0.0455109,"Holopedium gibberum",2013_5_28,46.251200,-89.503400,28,5,2013
102.5,0.148243,"Holopedium gibberum",1985_8_19,46.251200,-89.503400,19,8,1985
140,0.0525524,"Holopedium gibberum",1991_6_3,46.251200,-89.503400,3,6,1991
80,0.0747375,"Holopedium gibberum",1992_6_4,46.251200,-89.503400,4,6,1992
158,0.0908272,"Holopedium gibberum",1984_8_12,46.251200,-89.503400,12,8,1984
118.149,0.134548,"Holopedium gibberum",2001_8_20,46.251200,-89.503400,20,8,2001
127.65,0.0938019,"Holopedium gibberum",2011_8_23,46.251200,-89.503400,23,8,2011
130,0.0821231,"Holopedium gibberum",1988_7_4,46.251200,-89.503400,4,7,1988
161.24,0.173878,"Holopedium gibberum",2007_6_11,46.251200,-89.503400,11,6,2007
515.616,0.517681,"Holopedium gibberum",2011_6_28,46.251200,-89.503400,28,6,2011
308,0.165292,"Holopedium gibberum",1995_6_8,46.251200,-89.503400,8,6,1995
209.34,0.10259,"Holopedium gibberum",2009_8_4,46.251200,-89.503400,4,8,2009
6,0.00577449,"Holopedium gibberum",1994_6_23,46.251200,-89.503400,23,6,1994
7,0.0109276,"Holopedium gibberum",1986_7_14,46.251200,-89.503400,14,7,1986
174,0.175946,"Holopedium gibberum",1997_5_26,46.251200,-89.503400,26,5,1997
238,0.125197,"Holopedium gibberum",1995_8_24,46.251200,-89.503400,24,8,1995
56,0.0570175,"Holopedium gibberum",1996_8_26,46.251200,-89.503400,26,8,1996
9.70824,0.00030019,"Holopedium gibberum",2012_8_7,46.251200,-89.503400,7,8,2012
41,0.0547629,"Holopedium gibberum",1991_5_20,46.251200,-89.503400,20,5,1991
228.173,0.245838,"Holopedium gibberum",2016_6_7,46.251200,-89.503400,7,6,2016
207.301,0.0604636,"Holopedium gibberum",2008_6_3,46.251200,-89.503400,3,6,2008
162,0.119116,"Holopedium gibberum",1991_9_2,46.251200,-89.503400,2,9,1991
570.229,0.749777,"Holopedium gibberum",2011_7_12,46.251200,-89.503400,12,7,2011
342,0.223606,"Holopedium gibberum",1994_8_25,46.251200,-89.503400,25,8,1994
1102.24,0.619836,"Holopedium gibberum",2014_6_10,46.251200,-89.503400,10,6,2014
52,0.0289624,"Holopedium gibberum",1994_7_28,46.251200,-89.503400,28,7,1994
78,0.0437604,"Holopedium gibberum",1988_9_4,46.251200,-89.503400,4,9,1988
48,0.0110525,"Holopedium gibberum",1998_8_17,46.251200,-89.503400,17,8,1998
20,0.0218894,"Holopedium gibberum",1996_5_27,46.251200,-89.503400,27,5,1996
209.355,0.163586,"Holopedium gibberum",2008_8_19,46.251200,-89.503400,19,8,2008
384,0.392345,"Holopedium gibberum",1996_7_29,46.251200,-89.503400,29,7,1996
354.767,0.612968,"Holopedium gibberum",2001_8_13,46.251200,-89.503400,13,8,2001
86,0.114902,"Holopedium gibberum",1984_8_19,46.251200,-89.503400,19,8,1984
464,0.423507,"Holopedium gibberum",1999_6_21,46.251200,-89.503400,21,6,1999
116,0.066116,"Holopedium gibberum",1998_8_29,46.251200,-89.503400,29,8,1998
544,0.451237,"Holopedium gibberum",1990_6_11,46.251200,-89.503400,11,6,1990
72,0.0726537,"Holopedium gibberum",1998_8_10,46.251200,-89.503400,10,8,1998
425.555,0.393219,"Holopedium gibberum",2014_6_24,46.251200,-89.503400,24,6,2014
372,0.289506,"Holopedium gibberum",1990_7_2,46.251200,-89.503400,2,7,1990
352,0.244881,"Holopedium gibberum",1992_7_2,46.251200,-89.503400,2,7,1992
220,0.101913,"Holopedium gibberum",1994_8_18,46.251200,-89.503400,18,8,1994
167,0.0471265,"Holopedium gibberum",1984_6_10,46.251200,-89.503400,10,6,1984
380,0.228819,"Holopedium gibberum",1996_6_10,46.251200,-89.503400,10,6,1996
94.1698,0.13009,"Holopedium gibberum",2010_7_13,46.251200,-89.503400,13,7,2010
24,0.0182129,"Holopedium gibberum",1990_8_6,46.251200,-89.503400,6,8,1990
48,0.0191802,"Holopedium gibberum",1993_8_12,46.251200,-89.503400,12,8,1993
684,0.672075,"Holopedium gibberum",1994_6_2,46.251200,-89.503400,2,6,1994
104,0.0661615,"Holopedium gibberum",1994_9_6,46.251200,-89.503400,6,9,1994
35.2137,0.0287972,"Holopedium gibberum",2016_6_14,46.251200,-89.503400,14,6,2016
178,0.159451,"Holopedium gibberum",1996_8_5,46.251200,-89.503400,5,8,1996
252.179,0.35072,"Holopedium gibberum",2001_8_27,46.251200,-89.503400,27,8,2001
47.9913,0.0407156,"Holopedium gibberum",2014_7_22,46.251200,-89.503400,22,7,2014
448.024,0.190023,"Holopedium gibberum",2015_5_26,46.251200,-89.503400,26,5,2015
20,0.00938826,"Holopedium gibberum",1989_8_28,46.251200,-89.503400,28,8,1989
32,0.016978,"Holopedium gibberum",1997_8_25,46.251200,-89.503400,25,8,1997
3.5,0.00368118,"Holopedium gibberum",1986_5_25,46.251200,-89.503400,25,5,1986
126,0.202642,"Holopedium gibberum",1986_6_9,46.251200,-89.503400,9,6,1986
145,0.184466,"Holopedium gibberum",1988_8_8,46.251200,-89.503400,8,8,1988
20,0.0207463,"Holopedium gibberum",1991_7_22,46.251200,-89.503400,22,7,1991
97.2001,0.0838945,"Holopedium gibberum",2014_8_12,46.251200,-89.503400,12,8,2014
207.747,0.179453,"Holopedium gibberum",2011_8_10,46.251200,-89.503400,10,8,2011
812.858,0.497946,"Holopedium gibberum",2007_5_22,46.251200,-89.503400,22,5,2007
192,0.246274,"Holopedium gibberum",1997_7_14,46.251200,-89.503400,14,7,1997
1752,1.26914,"Holopedium gibberum",1999_5_24,46.251200,-89.503400,24,5,1999
23.584,0.0149502,"Holopedium gibberum",2016_8_2,46.251200,-89.503400,2,8,2016
78.3615,0.077653,"Holopedium gibberum",2014_7_15,46.251200,-89.503400,15,7,2014
810,0.597857,"Holopedium gibberum",1989_6_5,46.251200,-89.503400,5,6,1989
1572,0.221353,"Holopedium gibberum",1996_7_22,46.251200,-89.503400,22,7,1996
84.8712,0.0944234,"Holopedium gibberum",2007_8_27,46.251200,-89.503400,27,8,2007
283,0.205322,"Holopedium gibberum",1990_5_21,46.251200,-89.503400,21,5,1990
306.193,0.337235,"Holopedium gibberum",2014_7_8,46.251200,-89.503400,8,7,2014
1233.61,1.05483,"Holopedium gibberum",2007_5_28,46.251200,-89.503400,28,5,2007
154.763,0.0118909,"Holopedium gibberum",2009_5_19,46.251200,-89.503400,19,5,2009
64.5,0.0861765,"Holopedium gibberum",1985_8_12,46.251200,-89.503400,12,8,1985
294.675,0.296528,"Holopedium gibberum",2007_6_25,46.251200,-89.503400,25,6,2007
1450.53,0.560295,"Holopedium gibberum",2009_6_2,46.251200,-89.503400,2,6,2009
192,0.230673,"Holopedium gibberum",1998_8_24,46.251200,-89.503400,24,8,1998
86,0.0719129,"Holopedium gibberum",1987_8_17,46.251200,-89.503400,17,8,1987
148,0.123602,"Holopedium gibberum",1996_9_2,46.251200,-89.503400,2,9,1996
76,0.150484,"Holopedium gibberum",1992_7_23,46.251200,-89.503400,23,7,1992
6,0.00191014,"Holopedium gibberum",1993_8_26,46.251200,-89.503400,26,8,1993
960,0.819094,"Holopedium gibberum",1989_6_12,46.251200,-89.503400,12,6,1989
456,0.216699,"Holopedium gibberum",1998_6_8,46.251200,-89.503400,8,6,1998
64,0.0824693,"Holopedium gibberum",1999_8_16,46.251200,-89.503400,16,8,1999
104.262,0.182567,"Holopedium gibberum",2015_7_7,46.251200,-89.503400,7,7,2015
158.5,0.25491,"Holopedium gibberum",1985_6_10,46.251200,-89.503400,10,6,1985
812,0.938068,"Holopedium gibberum",1990_6_18,46.251200,-89.503400,18,6,1990
26.5,0.0331581,"Holopedium gibberum",1985_9_16,46.251200,-89.503400,16,9,1985
288,0.402725,"Holopedium gibberum",1999_7_5,46.251200,-89.503400,5,7,1999
297,0.223947,"Holopedium gibberum",1985_6_3,46.251200,-89.503400,3,6,1985
151.96,0.225211,"Holopedium gibberum",2008_8_12,46.251200,-89.503400,12,8,2008
243.391,0.272543,"Holopedium gibberum",2016_6_21,46.251200,-89.503400,21,6,2016
124.764,0.183656,"Holopedium gibberum",2016_6_28,46.251200,-89.503400,28,6,2016
387,0.508747,"Holopedium gibberum",1987_7_27,46.251200,-89.503400,27,7,1987
198.886,0.132368,"Holopedium gibberum",2008_5_20,46.251200,-89.503400,20,5,2008
152,0.060108,"Holopedium gibberum",1992_9_3,46.251200,-89.503400,3,9,1992
270.582,0.31949,"Holopedium gibberum",2007_8_20,46.251200,-89.503400,20,8,2007
178,0.123081,"Holopedium gibberum",1984_9_9,46.251200,-89.503400,9,9,1984
20,0.0170379,"Holopedium gibberum",1993_7_15,46.251200,-89.503400,15,7,1993
109,0.125046,"Holopedium gibberum",1990_9_4,46.251200,-89.503400,4,9,1990
168,0.301085,"Holopedium gibberum",1997_7_28,46.251200,-89.503400,28,7,1997
32,0.0613932,"Holopedium gibberum",1998_8_3,46.251200,-89.503400,3,8,1998
64.8284,0.0115659,"Holopedium gibberum",2012_8_27,46.251200,-89.503400,27,8,2012
440,0.342426,"Holopedium gibberum",1993_6_24,46.251200,-89.503400,24,6,1993
832,0.612416,"Holopedium gibberum",1999_6_7,46.251200,-89.503400,7,6,1999
40.7462,0.00505427,"Holopedium gibberum",2014_5_27,46.251200,-89.503400,27,5,2014
634,0.457999,"Holopedium gibberum",1984_7_1,46.251200,-89.503400,1,7,1984
424,0.436986,"Holopedium gibberum",1998_6_1,46.251200,-89.503400,1,6,1998
282,0.191139,"Holopedium gibberum",1995_6_22,46.251200,-89.503400,22,6,1995
10,0.0135778,"Holopedium gibberum",1985_6_24,46.251200,-89.503400,24,6,1985
218.088,0.0945591,"Holopedium gibberum",2010_7_6,46.251200,-89.503400,6,7,2010
103,0.144373,"Holopedium gibberum",1988_7_25,46.251200,-89.503400,25,7,1988
277.939,0.108047,"Holopedium gibberum",2013_6_4,46.251200,-89.503400,4,6,2013
42.2305,0.0748571,"Holopedium gibberum",2013_7_30,46.251200,-89.503400,30,7,2013
218,0.170372,"Holopedium gibberum",1990_5_19,46.251200,-89.503400,19,5,1990
92,0.0817595,"Holopedium gibberum",1996_8_12,46.251200,-89.503400,12,8,1996
45.4098,0.0279851,"Holopedium gibberum",2014_8_5,46.251200,-89.503400,5,8,2014
92.6502,0.0442758,"Holopedium gibberum",2013_8_20,46.251200,-89.503400,20,8,2013
263.252,0.236022,"Holopedium gibberum",2001_8_6,46.251200,-89.503400,6,8,2001
165,0.156414,"Holopedium gibberum",1990_8_26,46.251200,-89.503400,26,8,1990
41.753,0.039667,"Holopedium gibberum",2013_8_27,46.251200,-89.503400,27,8,2013
5.7449,0.000270403,"Holopedium gibberum",2012_7_24,46.251200,-89.503400,24,7,2012
264,0.0852217,"Holopedium gibberum",1995_6_1,46.251200,-89.503400,1,6,1995
58.5,0.110044,"Holopedium gibberum",1985_7_8,46.251200,-89.503400,8,7,1985
806,0.77532,"Holopedium gibberum",1996_6_24,46.251200,-89.503400,24,6,1996
43,0.0279228,"Holopedium gibberum",1989_8_7,46.251200,-89.503400,7,8,1989
28.2241,0.0191325,"Holopedium gibberum",2012_8_21,46.251200,-89.503400,21,8,2012
40,0.0269307,"Holopedium gibberum",1992_7_30,46.251200,-89.503400,30,7,1992
6,0.00191249,"Holopedium gibberum",1994_7_7,46.251200,-89.503400,7,7,1994
292,0.193082,"Holopedium gibberum",1987_7_20,46.251200,-89.503400,20,7,1987
180.561,0.217009,"Holopedium gibberum",2011_8_3,46.251200,-89.503400,3,8,2011
21,0.0190101,"Holopedium gibberum",1985_7_22,46.251200,-89.503400,22,7,1985
32,0.0251637,"Holopedium gibberum",1989_7_31,46.251200,-89.503400,31,7,1989
239.391,0.170975,"Holopedium gibberum",2001_7_16,46.251200,-89.503400,16,7,2001
21,0.0294353,"Holopedium gibberum",1985_7_1,46.251200,-89.503400,1,7,1985
12,0.00993688,"Holopedium gibberum",1993_5_20,46.251200,-89.503400,20,5,1993
116.119,0.0265946,"Holopedium gibberum",2008_5_15,46.251200,-89.503400,15,5,2008
302,0.289564,"Holopedium gibberum",1989_6_26,46.251200,-89.503400,26,6,1989
76,0.0737015,"Holopedium gibberum",1994_8_11,46.251200,-89.503400,11,8,1994
80,0.0231754,"Holopedium gibberum",1993_5_27,46.251200,-89.503400,27,5,1993
444,0.141206,"Holopedium gibberum",1998_6_29,46.251200,-89.503400,29,6,1998
58,0.0678158,"Holopedium gibberum",1986_5_26,46.251200,-89.503400,26,5,1986
314,0.295405,"Holopedium gibberum",1989_6_19,46.251200,-89.503400,19,6,1989
60,0.0537287,"Holopedium gibberum",1993_7_8,46.251200,-89.503400,8,7,1993
67,0.0666953,"Holopedium gibberum",1988_6_6,46.251200,-89.503400,6,6,1988
240,0.0856489,"Holopedium gibberum",1997_6_2,46.251200,-89.503400,2,6,1997
100,0.0900555,"Holopedium gibberum",1991_7_1,46.251200,-89.503400,1,7,1991
107,0.0917545,"Holopedium gibberum",1993_6_3,46.251200,-89.503400,3,6,1993
504.72,0.156946,"Holopedium gibberum",2009_5_26,46.251200,-89.503400,26,5,2009
102.273,0.0320314,"Holopedium gibberum",2011_6_7,46.251200,-89.503400,7,6,2011
430.913,0.602581,"Holopedium gibberum",2001_6_25,46.251200,-89.503400,25,6,2001
92.1359,0.0494868,"Holopedium gibberum",2016_5_31,46.251200,-89.503400,31,5,2016
351.288,0.169125,"Holopedium gibberum",2007_7_9,46.251200,-89.503400,9,7,2007
279.427,0.183209,"Holopedium gibberum",2010_6_29,46.251200,-89.503400,29,6,2010
224,0.342092,"Holopedium gibberum",1999_7_19,46.251200,-89.503400,19,7,1999
38,0.0208027,"Holopedium gibberum",1987_6_15,46.251200,-89.503400,15,6,1987
476,0.214823,"Holopedium gibberum",1998_7_6,46.251200,-89.503400,6,7,1998
336,0.244128,"Holopedium gibberum",1998_6_22,46.251200,-89.503400,22,6,1998
235.353,0.201146,"Holopedium gibberum",2010_6_22,46.251200,-89.503400,22,6,2010
37.8134,0.0457337,"Holopedium gibberum",2013_8_13,46.251200,-89.503400,13,8,2013
39.5,0.0000194304,"Kellicottia bostoniensis",1990_7_9,46.251200,-89.503400,9,7,1990
1757.5,0.000864528,"Kellicottia bostoniensis",1986_6_30,46.251200,-89.503400,30,6,1986
130.5,0.000064194,"Kellicottia bostoniensis",1990_6_4,46.251200,-89.503400,4,6,1990
12400.5,0.00731988,"Kellicottia bostoniensis",1995_8_24,46.251200,-89.503400,24,8,1995
1165.4,0.000687923,"Kellicottia bostoniensis",1995_6_29,46.251200,-89.503400,29,6,1995
630,0.000495843,"Kellicottia bostoniensis",1985_8_26,46.251200,-89.503400,26,8,1985
910,0.000358109,"Kellicottia bostoniensis",1993_7_29,46.251200,-89.503400,29,7,1993
